1,클라우스,이 영화 완내스!!! 박박!! 절레절레동화!! 허니잼 꿀잼 개꿀!,10
2,클라우스,완벽합니다....눈물줄줄 흘렸습니다....겨울에 알맞은 영화...,10
3,클라우스,생각없이 봤다가 크게 감동받은 크리스마스 선물 같은 영화,10
4,클라우스,인류애 되찾는 영화.. 연말영화로 추천합니다!,10
5,클라우스,가슴이 왠지 먹먹해지는 행복한 영화였어요,10
6,클라우스,넷플릭스로 이미 여러번 봤지만 극장 개봉한다면 또 보러갈거다,10
7,클라우스,나중에 아이가 컸을때 꼭 함께 다시 보고싶은 가슴 따뜻해지는 영화입니다!,10
8,클라우스,볼만해요! 이게 겨울왕국 2보다 괜찮은듯 극장으로 나와도 괜찮울거같은데,10
9,클라우스,어린 시절 크리스마스의 추억과 느낌이 살아나게하는 영화,10
10,클라우스,감동적임ㅠㅠ 크리스마스에 보기 너무너무 좋음,10
11,클라우스,내용이 너무 따듯해요 ㅎㅎ,10
12,클라우스,어떻게 이렇게 창의적일까? 누구나 아는 산타클로스에 이런 스토리를 부여할수 있다는 건 정말 천재가 아닐까. 작가와 제작진 정말 대단하다.,10
13,클라우스,슈퍼주니어 은혁이 추천한 영화!!진짜 재밌으니 꼭 보세요!!,10
14,클라우스,혐오와 폭력으로 얼룩진 세상에 사랑을 전파했던 인간 클라우스의 이야기.요즘같은 세상에 더 와닿는다. 크리스마스 뿐만 아니라 365일 사랑이 가득하길..,9
15,클라우스,아니, 이렇게 멋진 영화가 왜 이슈가 되지 않았을까요? 정말 따뜻한 영화. 사랑스런 영화. 감동이고, 최고입니다. 꼭 보세요. 교육용 영화로도 손색없음. 선한 영향력은 또 다른 선함을 낳는다.,10
16,클라우스,32살 겨울 난 울었네.선행은 선행을 낳고 온세상 모든 이 행복하기를...이 영화를 추천하고 싶네,10
17,클라우스,세상을 아름답게 만드는 것들, 그리고 그것들은 의외로 우리 가까이에 있을지도 모르겠단 생각이 드네요. 올해 본 영화중 가장 마음 따뜻해지는 영화였어요.,10
18,클라우스,스토리도 괜찮고 ost가 정말 좋았습니다.,10
19,클라우스,기대 없이 봤는데 뜻하지 않는 감동이~ 마음 깊숙히 감동을 주네요~너무 재밌게 봤어요,10
20,클라우스,저는 마지막에 눈물이 핑 돌았어요 슈퍼주니어 은혁이 추천해 준 영화!! 꼭 보세요!! 마음이 부자가 되는 기분을 느낄 수 있음!!,10
21,클라우스,어린이는 사회의 등불임을 일깨워주는 따뜻한 작품,8
22,클라우스,선한 행동은 또 다른 선한 행동을 낳는 법너무 아름답고 감동적이에요.,10
23,클라우스,눈물 줄줄. 아이들은 날때부터 천사인데 어른들이 제대로 된 세상을 보여주지 못하면 지옥이 된다는 간단명료한 메세지,10
24,클라우스,스물넷 스물일곱 남자 둘이 군대에서 크리스마스 기념으로 챙겨봤습니다. 이렇게 명작 오랜만이네요. 감사합니다.,10
25,클라우스,정말 엄청났습니다. 인물 하나하나 세밀하고 은밀한 역할부여 점점 클라이막스로 갈 수록 드러나는 아름다운 것들 이렇게 잘 만든 영화는 오랜만입니다. 상업적인 욕심이 느껴지지 않고 그저 세상을 아름답게 하기위한 욕심만이...,10
26,클라우스,크리스마스의 유래를 신선하게 재해석하면서 따뜻한 스토리와 감동까지 그림채도 독특하고 영상미도 아름다워요ost도 최고네요 코코 이후로 정말 좋은 애니메이션이네요 어른 아이 상관없이 줄길수 있는 멋진 크리스마스 영화입니...,10
27,클라우스,편지라는 평범한 소재로 이런 스토리를 만들다니...,10
28,클라우스,뻔한 이야기 만큼 재미 없는 영화도 많지만,뻔한 이야기 만큼 감동적인 영화는 없다는걸 알려준 영화라고 생각합니다..,10
29,클라우스,슈퍼주니어은혁이 추천해서 왔어요 한번 봐볼게요,10
30,클라우스,슈퍼주니어 은혁님 이 추천한 영화! 재밌고 동심? 살려줄 수 있는 영화랄까요? 그림체랑 배경 다 멋져요!,10
31,클라우스,만약 이 영화가 내 유년시절에 나왔으면 매년 크리스마스에 보던 영화가 나홀로집에 에서 이 영화로 바뀌지 않았을까 싶을정도.,10
32,클라우스,악함은 선함을 이길수없고아이들의 순수한마음을 간직할수있도록앞으로의 어른들이 해야할일이다,10
33,클라우스,산타클로스의 유래 .팩트인지아닌지는 중요치않다 사람과 이웃 마을이 바뀌어가는 선한 영향력에큰 감동 을 받는 영화.,10
34,클라우스,작가 지니어스 군더더기 없네,10
35,클라우스,평점리뷰 처음 해보는데요.. 봐도봐도 또 보고 싶은 영화입니다 디즈니랑 지브리만 팠는데 이런 명작이 있는줄 이제 알았다는게 아쉽네요 평생 간직하고 만약에 자식이 생긴다면 꼭 같이 보고 싶어요 이런 작품 만들어 주셔...,10
36,클라우스,어렸을 적에는 산타 할아버지를 믿었고,조금 나이가 들어 산타 할아버지를 믿지 않는게 멋지다고 생각했고,현재는 산타 할아버지를 믿고만 싶다.,10
37,클라우스,크리스마스에 보기 최고의 영화네요...,10
38,클라우스,겨울마다 보게될것같다,10
39,클라우스,슈주 은혁오빠 추천 한 영화! 완전 핵꿀잼!! 다시 한번 동심을 찾을 수 있는 영화. 다시 한번 산타의 존재를 믿게 만드는 영화. 내 인생 최고의 크리스마스 영화!,10
40,클라우스,은혁이가 추천함 꿀잼이,10
41,클라우스,슈퍼주니어 은혁의 추천 영화!!!! 다들 꼭 보세용,10
42,클라우스,슈퍼주니어 은혁오빠가 추천한 영화! 무조건 봐야함!넷플릭스에서 볼 수 있고, 애니메이션인데도 안유치하고 꿀잼,10
43,클라우스,애니메이션 영화중에 크리스마스를 표현하기에 완벽한 영화 작년에 본적 있는데 이번 은혁 추천보고 다시 볼려고 찜한 영화????,10
44,클라우스,머리털나고 평점 첨남깁니다. 나이 36 아재가 영화보면서 중간중간 소름이돋더군요ㅎㅎ 신기한경험,10
45,클라우스,올해 본 영화중 가장 인상깊은 영화중 하나입니다 뻔한 내용 같지만 감동이 있네요,10
46,클라우스,잠시 쉬고 싶다 느낄 때 외롭지 않은 현실을 일깨워 주는 좋은 영화 순수한 마음 가진 슈퍼주니어 은혁 오빠의 추천 이 시작이 되어 연출을 보려다 또한번 배우고도 여운 이 남는 영화내가 행동하는 모든 것들은 사랑 하고...,10
47,클라우스,now_**** 님 바로 슈퍼주니어 은혁이입니다!! 혁재오빠 추천한 영화!! 진짜 재밌게 봤어요!!,10
48,클라우스,슈퍼주니어 은혁오빠가 추천하는 영화~ 너무 재미있어요>< 동심으로 돌아가는 기분이라 어린아이들은 물론 어른들도 좋아하는 영화일거 같아요!!,10
49,클라우스,슈주 은혁이 추천한 영화!! 절레절레동화와 박박은 요즘사람 되려고 뜻도 모르고 쓴 말이니 그냥 인생 최고의 영화로 이해해주세요.. 네이버 나우 댸니쇼 103화에서 은혁이 추천한 영화 입니다!!,10
50,클라우스,슈퍼주니어 은혁이 오빠가 추천해준 영화!!! 꼭 봐야되는 영화!!,10
51,클라우스,은혁 오빠가 추천한 영화! 꿀잼 보장??,10
52,클라우스,슈퍼주니어 은혁 오빠가 추천해준 10번은 본 영화예요!! 봐도 후회하지 않는 영화예요,10
53,클라우스,슈주 은혁이 추천한 명작! 마음이 따뜻해지고 힐링되는 영화에용!!,10
54,클라우스,슈퍼주니어 은혁오빠가 추천한 영화!! 크리스마스때 보면 좋은 영화입니당,10
55,클라우스,그냥 운동하면서 보려고 넷플에서 틀었는데...완전 예상가는 전개에 내용인데도 왜 재밌고 감동적인 거지?,10
56,클라우스,진짜… ㅠㅠㅠ 한 6000번은 본듯 ㅠㅠ 너무 감덩적이구 진짜 재밌다ㅏㅠㅠ 앞으로 크리스마스 영화는 나 홀로 집에서 클라우스로 바뀜,10
57,클라우스,마음이 따듯해지는 영화. 앞으로 크리스마스마다 보게 될 것 같다.,10
58,클라우스,마음이 따뜻하져용...,10
59,클라우스,무조건봐야할인생영화,10
60,클라우스,살면서 필요한 감성이에요,10
61,클라우스,평을 안적을 수 없게 만드는 수작입니다. 아이들에게 꼭 보여주고 싶은 영화 입니다. 아이들도 평생 마음 속에 간직하지 않을까 싶네요. 극장에서 못 본게 안타깝게 느껴지는 명품애니 입니다,10
62,클라우스,그림체가 처음에는 낯설었는데 차츰 익숙해지면서 매우 아름답고 개성있는 애니메이션이라는 생각이 들더군요. 회색빛 마을에 온기가 퍼져가는 모습에 제 마음도 따뜻해졌습니다. ^^,10
63,클라우스,,10
64,클라우스,정말 뭐하나 빠지는게 없는 애니메이션입니다. 어쩌면 어른들이 별 이유없이 편을가르고 싸우면서 살아가는걸 아이들에게 가르치면서 살아가고있는건 아닐까? 아이들처럼 단순하게 살아간다면 그게진정 행복아닐까? 라는 생각이 들...,10
65,클라우스,' 가장 중요한건 눈에 보이지 않아. ' 사람을 다정하게 만들고 타인에게 친절하도록 하는 선한 영향력의 힘을 보여준 가장 아름답고 따뜻한 크리스마스 영화였다. 너무 아름다워서 눈물이 날 것 같다는 말을...,10
66,클라우스,그냥 이유없이 마음 따뜻해지고 눈물 나는 최고의 영화....,10
67,클라우스,겨울에보기 좋은 영화~~ 왜 상받았는지 알겟더군요^^ 작품성이 뛰어나 누구나 즐겁게 보실수있어요,10
68,클라우스,그냥 종 종 계속 생각나는 애니. 잘만든 따수운 영화,,,10
69,클라우스,산타클로스의 유래가 그럴듯한데?,7
70,클라우스,와 진짜,, 진짜 최고의 영화,, 보는 내내 감동과 감격의 눈물 좔좔,, 앞으로 겨울과 크리스마스를 기다리는 또 하나의 큰 이유가 될 듯,, 안 보신 분들 다 꼭 보세요,, 두 번 보세요 세 번, 아니 다섯 번 보...,10
71,클라우스,누구나 아는 크리스마스의 산타라는 소재로 이렇게 큰 감동을 이끌어 낸게 대단했다ㅠㅠ그래픽부터 스토리 ost까지 완벽했던 만화……기대 없이 틀었다가 가슴만 벅차고 끝났다ㅠㅠㅠ1시간 반이 너무 짧았다 진짜 진짜 좋아이번...,10
72,클라우스,별 기대없이 크리스마스 관련 추천 영화라 한번 볼까하고 봤는데 보길 정말 잘한것 같아요 가슴을 찡하게 울리는 감동적인 영화입니다 실화같은 산타클로스 스토리도 재미를 더해줍니다 꼭 보세요!,10
73,클라우스,예고편 보는것만으로도 좋아서 봤는데 이걸 이제 알았다니 너무 감동이다 내가 알고있는 산타에 관한 이야기 이 영화 한편으로 족하다고 본다,10
74,클라우스,너무 감동적이고 재미있었습니다,10
75,클라우스,마음이 따뜻해지는 영화에요,10
76,클라우스,너무나 감동적인영화...크리스마스 대추천OST도진짜좋다,10
77,클라우스,최고의 크리스마스 애니메이션.아직 따뜻한 인생과 사회를 꿈꾼다면.,10
78,클라우스,이런 종류 애니메이션 워낙 많아서 기대없이 봤는데 한 세번쯤 눈물포인트도 있고 재밌었음. 특히 사미족으로 나오는 아이 캐릭터 정말 너무 귀여워!48세 아줌마가 본 감상평임.,10
79,클라우스,아이들과 같이보기 좋은 애니메이션이네요.앞으로 다가올 크리스마스 행복하게 보내세요.,8
80,클라우스,모든것이 하나하나 너무 이쁜 영화. 영화보는 내내 흐믓하고 눈물 줄줄 흘리는 자신 모습이 중간중간 핸드폰 검은화면에 비칠겁니다.,10
81,클라우스,어른들에게도 최고의 영화,10
82,클라우스,명작이다 넷플릭스 작품이라는게 안믿기네ㅔ,10
83,클라우스,말이 필요없습니다. 안본사람 없게 해주세요.,10
84,클라우스,감동적이면서도 중간에 재미도있어서 지루하지 않고 재밌게 볼 수 있었어요!,10
85,클라우스,너무 재미있습니다, 눈물도 나고 감동적인 영화 입니다.,10
86,클라우스,너무 좋아요 제 인생영화에요 정말 보면서 펑펑 울었어요 진짜 꼭 보세요 진짜 인류애가 막 되살아나고 막 너무 감동적이에요ㅠㅜㅠㅜ,10
87,클라우스,한여름 밤 따뜻한 최고의 선물,10
88,클라우스,정말 재밌게 봤습니다 깔끔하면서 감동적인 영화네요 크리스마스 특선 영화로 딱입니다,10
89,클라우스,크리스마스영화중에 가장 크리스마스를 잘 표현한 영화,10
90,클라우스,참 사랑스러운 영화. 마음이 따땃해져요.,9
91,클라우스,선한 행동은 또 다른 선한 행동을 낳는 법.,9
92,클라우스,산타가 실제로 존재하신단 걸 깨닳게 되었습니다.,10
93,클라우스,크리스마스와 산타를 믿는다면 꼭 보세요,9
94,클라우스,어른들을 위한 애니메이션같아요♡,10
95,클라우스,최고의 영화예요 으아아,10
